"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"359AP8GAGHUY4V06P1FUL0BN87U7CO","38NEE7DWQKAKYSBGKGUSFBTWV5N0TQ","Guessing game","Guess the number of dots and other estimation tasks","survey","$1.00","Fri Sep 28 22:15:48 PDT 2018","100","BatchId:3385763;OriginalHitTemplateId:920937340;","3600","259200","Fri Oct 05 22:15:48 PDT 2018","","","308Q0PEVBANVI18SMAE2YJVAE3OI9A","A8ZUM922CBH6S","Approved","Fri Sep 28 22:16:13 PDT 2018","Fri Sep 28 22:24:20 PDT 2018","Mon Oct 01 22:24:20 PDT 2018","2018-10-02 05:24:32 UTC","","","487","100% (1/1)","100% (1/1)","100% (1/1)","8905564"
"359AP8GAGHUY4V06P1FUL0BN87U7CO","38NEE7DWQKAKYSBGKGUSFBTWV5N0TQ","Guessing game","Guess the number of dots and other estimation tasks","survey","$1.00","Fri Sep 28 22:15:48 PDT 2018","100","BatchId:3385763;OriginalHitTemplateId:920937340;","3600","259200","Fri Oct 05 22:15:48 PDT 2018","","","30BUDKLTXF50194UN1BU1OSG0EY5EX","A2GQGYKPLKQGSZ","Approved","Fri Sep 28 22:16:31 PDT 2018","Fri Sep 28 22:24:07 PDT 2018","Mon Oct 01 22:24:07 PDT 2018","2018-10-02 05:24:32 UTC","","","456","100% (1/1)","100% (1/1)","100% (1/1)","2970978"
"359AP8GAGHUY4V06P1FUL0BN87U7CO","38NEE7DWQKAKYSBGKGUSFBTWV5N0TQ","Guessing game","Guess the number of dots and other estimation tasks","survey","$1.00","Fri Sep 28 22:15:48 PDT 2018","100","BatchId:3385763;OriginalHitTemplateId:920937340;","3600","259200","Fri Oct 05 22:15:48 PDT 2018","","","30LSNF239W5KIHNT11ZNOWNW8XEI2I","A2XTDTDT3QSCB","Approved","Fri Sep 28 22:32:33 PDT 2018","Fri Sep 28 22:38:52 PDT 2018","Mon Oct 01 22:38:52 PDT 2018","2018-10-02 05:39:32 UTC","","","379","100% (1/1)","100% (1/1)","100% (1/1)","5604152"
"359AP8GAGHUY4V06P1FUL0BN87U7CO","38NEE7DWQKAKYSBGKGUSFBTWV5N0TQ","Guessing game","Guess the number of dots and other estimation tasks","survey","$1.00","Fri Sep 28 22:15:48 PDT 2018","100","BatchId:3385763;OriginalHitTemplateId:920937340;","3600","259200","Fri Oct 05 22:15:48 PDT 2018","","","31Z0PCVWUMPHDW0A1PFMYU6DUUG7T4","A31681CCEVDIH3","Approved","Fri Sep 28 22:16:02 PDT 2018","Fri Sep 28 22:19:27 PDT 2018","Mon Oct 01 22:19:27 PDT 2018","2018-10-02 05:19:33 UTC","","","205","100% (1/1)","100% (1/1)","100% (1/1)","4617368"
"359AP8GAGHUY4V06P1FUL0BN87U7CO","38NEE7DWQKAKYSBGKGUSFBTWV5N0TQ","Guessing game","Guess the number of dots and other estimation tasks","survey","$1.00","Fri Sep 28 22:15:48 PDT 2018","100","BatchId:3385763;OriginalHitTemplateId:920937340;","3600","259200","Fri Oct 05 22:15:48 PDT 2018","","","326O153BMK8V5MJN27TDZ0G8DVWDED","A2BACJE00ZUDXS","Approved","Fri Sep 28 22:16:18 PDT 2018","Fri Sep 28 22:42:28 PDT 2018","Mon Oct 01 22:42:28 PDT 2018","2018-10-02 05:42:33 UTC","","","1570","100% (1/1)","100% (1/1)","100% (1/1)","8399125"
"359AP8GAGHUY4V06P1FUL0BN87U7CO","38NEE7DWQKAKYSBGKGUSFBTWV5N0TQ","Guessing game","Guess the number of dots and other estimation tasks","survey","$1.00","Fri Sep 28 22:15:48 PDT 2018","100","BatchId:3385763;OriginalHitTemplateId:920937340;","3600","259200","Fri Oct 05 22:15:48 PDT 2018","","","32M8BPYGAVWAXBV00GKCQ0HXIGJIG1","A144UVZYG9ZJIE","Approved","Fri Sep 28 22:16:16 PDT 2018","Fri Sep 28 22:24:53 PDT 2018","Mon Oct 01 22:24:53 PDT 2018","2018-10-02 05:25:32 UTC","","","517","100% (1/1)","100% (1/1)","100% (1/1)","7241039"
"359AP8GAGHUY4V06P1FUL0BN87U7CO","38NEE7DWQKAKYSBGKGUSFBTWV5N0TQ","Guessing game","Guess the number of dots and other estimation tasks","survey","$1.00","Fri Sep 28 22:15:48 PDT 2018","100","BatchId:3385763;OriginalHitTemplateId:920937340;","3600","259200","Fri Oct 05 22:15:48 PDT 2018","","","32SCWG5HIJE0H4TY1Y1AN65KAGBP6I","A3BUWQ5C39GRQC","Approved","Fri Sep 28 22:16:09 PDT 2018","Fri Sep 28 22:27:41 PDT 2018","Mon Oct 01 22:27:41 PDT 2018","2018-10-02 05:28:32 UTC","","","692","100% (1/1)","100% (1/1)","100% (1/1)","6266692"
"359AP8GAGHUY4V06P1FUL0BN87U7CO","38NEE7DWQKAKYSBGKGUSFBTWV5N0TQ","Guessing game","Guess the number of dots and other estimation tasks","survey","$1.00","Fri Sep 28 22:15:48 PDT 2018","100","BatchId:3385763;OriginalHitTemplateId:920937340;","3600","259200","Fri Oct 05 22:15:48 PDT 2018","","","333U7HK6IBP3G25FG844WGT0I3SDJY","A31A4YKVSOYRVS","Approved","Fri Sep 28 22:16:28 PDT 2018","Fri Sep 28 23:06:44 PDT 2018","Mon Oct 01 23:06:44 PDT 2018","2018-10-02 06:07:32 UTC","","","3016","100% (1/1)","100% (1/1)","100% (1/1)","6768613"
"359AP8GAGHUY4V06P1FUL0BN87U7CO","38NEE7DWQKAKYSBGKGUSFBTWV5N0TQ","Guessing game","Guess the number of dots and other estimation tasks","survey","$1.00","Fri Sep 28 22:15:48 PDT 2018","100","BatchId:3385763;OriginalHitTemplateId:920937340;","3600","259200","Fri Oct 05 22:15:48 PDT 2018","","","338JKRMM2899RP7D8YAHU25FK8RAHO","A1Q1HSGBD1POWV","Approved","Fri Sep 28 22:16:09 PDT 2018","Fri Sep 28 22:36:06 PDT 2018","Mon Oct 01 22:36:06 PDT 2018","2018-10-02 05:36:32 UTC","","","1197","100% (1/1)","100% (1/1)","100% (1/1)","4351206"
"359AP8GAGHUY4V06P1FUL0BN87U7CO","38NEE7DWQKAKYSBGKGUSFBTWV5N0TQ","Guessing game","Guess the number of dots and other estimation tasks","survey","$1.00","Fri Sep 28 22:15:48 PDT 2018","100","BatchId:3385763;OriginalHitTemplateId:920937340;","3600","259200","Fri Oct 05 22:15:48 PDT 2018","","","33C7UALJVN8K4QTK9BNI6OJDDVV81J","A2EFO6X8SCDLFL","Approved","Fri Sep 28 22:16:14 PDT 2018","Fri Sep 28 22:22:29 PDT 2018","Mon Oct 01 22:22:29 PDT 2018","2018-10-02 05:22:33 UTC","","","375","100% (1/1)","100% (1/1)","100% (1/1)","2892480"
