"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3B286OTISFR3VB4A6W80IVQ9LOFJAD","3VL3OSLWYH8G0CASWZZLUXXHABX1GD","Estimating game","Guess the number of dots and other estimation tasks","survey","$0.50","Thu Sep 05 12:38:39 PDT 2019","300","BatchId:3757910;OriginalHitTemplateId:920937340;","1800","259200","Thu Sep 12 12:38:39 PDT 2019","","","3018Q3ZVOK0MGJLG43MB867NM3QARD","A36HFMF9Z4BGS8","Submitted","Thu Sep 05 12:39:16 PDT 2019","Thu Sep 05 12:42:24 PDT 2019","Sun Sep 08 12:42:24 PDT 2019","","","","188","0% (0/0)","0% (0/0)","0% (0/0)","7837001"
"3B286OTISFR3VB4A6W80IVQ9LOFJAD","3VL3OSLWYH8G0CASWZZLUXXHABX1GD","Estimating game","Guess the number of dots and other estimation tasks","survey","$0.50","Thu Sep 05 12:38:39 PDT 2019","300","BatchId:3757910;OriginalHitTemplateId:920937340;","1800","259200","Thu Sep 12 12:38:39 PDT 2019","","","30H4UDGLT4S267EQOE8RC228F2RMPH","A3LIOY7C4ZDQ50","Submitted","Thu Sep 05 12:39:37 PDT 2019","Thu Sep 05 12:42:59 PDT 2019","Sun Sep 08 12:42:59 PDT 2019","","","","202","0% (0/0)","0% (0/0)","0% (0/0)","5426452"
"3B286OTISFR3VB4A6W80IVQ9LOFJAD","3VL3OSLWYH8G0CASWZZLUXXHABX1GD","Estimating game","Guess the number of dots and other estimation tasks","survey","$0.50","Thu Sep 05 12:38:39 PDT 2019","300","BatchId:3757910;OriginalHitTemplateId:920937340;","1800","259200","Thu Sep 12 12:38:39 PDT 2019","","","30H4UDGLT4S267EQOE8RC228F2RPMK","A6YDORFZZXXPQ","Submitted","Thu Sep 05 12:39:44 PDT 2019","Thu Sep 05 12:42:00 PDT 2019","Sun Sep 08 12:42:00 PDT 2019","","","","136","0% (0/0)","0% (0/0)","0% (0/0)","9355199"
"3B286OTISFR3VB4A6W80IVQ9LOFJAD","3VL3OSLWYH8G0CASWZZLUXXHABX1GD","Estimating game","Guess the number of dots and other estimation tasks","survey","$0.50","Thu Sep 05 12:38:39 PDT 2019","300","BatchId:3757910;OriginalHitTemplateId:920937340;","1800","259200","Thu Sep 12 12:38:39 PDT 2019","","","30LSNF239W5KIHNT11ZNOWNYNJFI2A","A2POU9TTW177VH","Submitted","Thu Sep 05 12:39:45 PDT 2019","Thu Sep 05 12:42:35 PDT 2019","Sun Sep 08 12:42:35 PDT 2019","","","","170","0% (0/0)","0% (0/0)","0% (0/0)","1253691"
"3B286OTISFR3VB4A6W80IVQ9LOFJAD","3VL3OSLWYH8G0CASWZZLUXXHABX1GD","Estimating game","Guess the number of dots and other estimation tasks","survey","$0.50","Thu Sep 05 12:38:39 PDT 2019","300","BatchId:3757910;OriginalHitTemplateId:920937340;","1800","259200","Thu Sep 12 12:38:39 PDT 2019","","","30X31N5D650YHYLTJSMGYGCJ859AS1","A31CQ2BUTMPXCT","Submitted","Thu Sep 05 12:39:20 PDT 2019","Thu Sep 05 12:42:40 PDT 2019","Sun Sep 08 12:42:40 PDT 2019","","","","200","0% (0/0)","0% (0/0)","0% (0/0)","8978857"
"3B286OTISFR3VB4A6W80IVQ9LOFJAD","3VL3OSLWYH8G0CASWZZLUXXHABX1GD","Estimating game","Guess the number of dots and other estimation tasks","survey","$0.50","Thu Sep 05 12:38:39 PDT 2019","300","BatchId:3757910;OriginalHitTemplateId:920937340;","1800","259200","Thu Sep 12 12:38:39 PDT 2019","","","30X31N5D650YHYLTJSMGYGCJ85EAS6","AVENDCL5QRCO3","Submitted","Thu Sep 05 13:09:44 PDT 2019","Thu Sep 05 13:16:44 PDT 2019","Sun Sep 08 13:16:44 PDT 2019","","","","420","0% (0/0)","0% (0/0)","0% (0/0)","2190789"
"3B286OTISFR3VB4A6W80IVQ9LOFJAD","3VL3OSLWYH8G0CASWZZLUXXHABX1GD","Estimating game","Guess the number of dots and other estimation tasks","survey","$0.50","Thu Sep 05 12:38:39 PDT 2019","300","BatchId:3757910;OriginalHitTemplateId:920937340;","1800","259200","Thu Sep 12 12:38:39 PDT 2019","","","30ZX6P7VFA5GDS7ZJJKN0X2Y0Y4J2N","ASAAL9165IX44","Submitted","Thu Sep 05 12:40:37 PDT 2019","Thu Sep 05 13:08:00 PDT 2019","Sun Sep 08 13:08:00 PDT 2019","","","","1643","0% (0/0)","0% (0/0)","0% (0/0)","3145345"
"3B286OTISFR3VB4A6W80IVQ9LOFJAD","3VL3OSLWYH8G0CASWZZLUXXHABX1GD","Estimating game","Guess the number of dots and other estimation tasks","survey","$0.50","Thu Sep 05 12:38:39 PDT 2019","300","BatchId:3757910;OriginalHitTemplateId:920937340;","1800","259200","Thu Sep 12 12:38:39 PDT 2019","","","3137ONMDKIFYH6TE4XUL5LJ759DEGG","A2OS3NGWKOM69E","Submitted","Thu Sep 05 12:38:55 PDT 2019","Thu Sep 05 12:43:57 PDT 2019","Sun Sep 08 12:43:57 PDT 2019","","","","302","0% (0/0)","0% (0/0)","0% (0/0)","1564429"
"3B286OTISFR3VB4A6W80IVQ9LOFJAD","3VL3OSLWYH8G0CASWZZLUXXHABX1GD","Estimating game","Guess the number of dots and other estimation tasks","survey","$0.50","Thu Sep 05 12:38:39 PDT 2019","300","BatchId:3757910;OriginalHitTemplateId:920937340;","1800","259200","Thu Sep 12 12:38:39 PDT 2019","","","3137ONMDKIFYH6TE4XUL5LJ759DGEI","A3GTPW3MYSLMR7","Submitted","Thu Sep 05 12:40:42 PDT 2019","Thu Sep 05 12:42:02 PDT 2019","Sun Sep 08 12:42:02 PDT 2019","","","","80","0% (0/0)","0% (0/0)","0% (0/0)","1869681"
"3B286OTISFR3VB4A6W80IVQ9LOFJAD","3VL3OSLWYH8G0CASWZZLUXXHABX1GD","Estimating game","Guess the number of dots and other estimation tasks","survey","$0.50","Thu Sep 05 12:38:39 PDT 2019","300","BatchId:3757910;OriginalHitTemplateId:920937340;","1800","259200","Thu Sep 12 12:38:39 PDT 2019","","","317HQ483I92G73CMNKX7GKQWYE6IN1","A1DUPOUC9RNU4L","Submitted","Thu Sep 05 12:40:11 PDT 2019","Thu Sep 05 12:42:22 PDT 2019","Sun Sep 08 12:42:22 PDT 2019","","","","131","0% (0/0)","0% (0/0)","0% (0/0)","280677"
